"Jahr","StatZoneSort","StatZoneCd","StatZoneLang","QuarSort","QuarCd","QuarLang","KreisSort","KreisCd","KreisLang","ProjStatus","ProjStatusSort","EigentumsartSort","Eigentumsart","AnzWhg"
2012,45,"03302","Gehrenholz",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,45,"03302","Gehrenholz",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,45,"03302","Gehrenholz",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",0
2012,45,"03302","Gehrenholz",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,46,"03303","Uetliberg",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",1,"Öffentliche Hand",0
2012,46,"03303","Uetliberg",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,46,"03303","Uetliberg",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,46,"03303","Uetliberg",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",4,"Natürliche Personen",1
2012,46,"03303","Uetliberg",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,46,"03303","Uetliberg",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",1,"Öffentliche Hand",0
2012,46,"03303","Uetliberg",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",41
2012,46,"03303","Uetliberg",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,46,"03303","Uetliberg",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",0
2012,46,"03303","Uetliberg",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,47,"03304","Strassenverkehrsamt",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",1,"Öffentliche Hand",0
2012,47,"03304","Strassenverkehrsamt",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,47,"03304","Strassenverkehrsamt",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,47,"03304","Strassenverkehrsamt",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",4,"Natürliche Personen",0
2012,47,"03304","Strassenverkehrsamt",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,47,"03304","Strassenverkehrsamt",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",1,"Öffentliche Hand",0
2012,47,"03304","Strassenverkehrsamt",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,47,"03304","Strassenverkehrsamt",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,47,"03304","Strassenverkehrsamt",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",0
2012,47,"03304","Strassenverkehrsamt",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,48,"03305","Albisgüetli",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",1,"Öffentliche Hand",0
2012,48,"03305","Albisgüetli",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,48,"03305","Albisgüetli",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,48,"03305","Albisgüetli",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",4,"Natürliche Personen",0
2012,48,"03305","Albisgüetli",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,48,"03305","Albisgüetli",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",1,"Öffentliche Hand",0
2012,48,"03305","Albisgüetli",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,48,"03305","Albisgüetli",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,48,"03305","Albisgüetli",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",0
2012,48,"03305","Albisgüetli",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,49,"03306","Triemli",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",1,"Öffentliche Hand",0
2012,49,"03306","Triemli",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,49,"03306","Triemli",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,49,"03306","Triemli",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",4,"Natürliche Personen",0
2012,49,"03306","Triemli",33,"033","Friesenberg",3,"3","Kreis 3","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,49,"03306","Triemli",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",1,"Öffentliche Hand",0
2012,49,"03306","Triemli",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,49,"03306","Triemli",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,49,"03306","Triemli",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",0
2012,49,"03306","Triemli",33,"033","Friesenberg",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,50,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",1,"Öffentliche Hand",0
2012,50,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,50,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,50,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",4,"Natürliche Personen",0
2012,50,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,50,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",1,"Öffentliche Hand",0
2012,50,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",62
2012,50,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,50,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",0
2012,50,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,51,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",1,"Öffentliche Hand",0
2012,51,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,51,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,51,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",4,"Natürliche Personen",0
2012,51,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,51,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",1,"Öffentliche Hand",0
2012,51,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",39
2012,51,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,51,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",0
2012,51,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,52,"03403","Brahmsstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",1,"Öffentliche Hand",0
2012,52,"03403","Brahmsstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,52,"03403","Brahmsstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",3,"Übrige private Gesellschaften",12
2012,52,"03403","Brahmsstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",4,"Natürliche Personen",0
2012,52,"03403","Brahmsstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,52,"03403","Brahmsstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",1,"Öffentliche Hand",0
2012,52,"03403","Brahmsstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,52,"03403","Brahmsstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",28
2012,52,"03403","Brahmsstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",0
2012,52,"03403","Brahmsstrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,53,"03404","Fritschistrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",1,"Öffentliche Hand",0
2012,53,"03404","Fritschistrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,53,"03404","Fritschistrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,53,"03404","Fritschistrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",4,"Natürliche Personen",0
2012,53,"03404","Fritschistrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,53,"03404","Fritschistrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",1,"Öffentliche Hand",0
2012,53,"03404","Fritschistrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,53,"03404","Fritschistrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,53,"03404","Fritschistrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",0
2012,53,"03404","Fritschistrasse",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,54,"03405","Idaplatz",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",1,"Öffentliche Hand",0
2012,54,"03405","Idaplatz",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,54,"03405","Idaplatz",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,54,"03405","Idaplatz",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",4,"Natürliche Personen",0
2012,54,"03405","Idaplatz",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,54,"03405","Idaplatz",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",1,"Öffentliche Hand",0
2012,54,"03405","Idaplatz",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,54,"03405","Idaplatz",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,54,"03405","Idaplatz",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",0
2012,54,"03405","Idaplatz",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,55,"03406","Zwinglihaus",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",1,"Öffentliche Hand",0
2012,55,"03406","Zwinglihaus",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,55,"03406","Zwinglihaus",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,55,"03406","Zwinglihaus",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",4,"Natürliche Personen",0
2012,55,"03406","Zwinglihaus",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,55,"03406","Zwinglihaus",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",1,"Öffentliche Hand",0
2012,55,"03406","Zwinglihaus",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,55,"03406","Zwinglihaus",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,55,"03406","Zwinglihaus",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",0
2012,55,"03406","Zwinglihaus",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,56,"03407","Bahnhof Wiedikon",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",1,"Öffentliche Hand",0
2012,56,"03407","Bahnhof Wiedikon",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,56,"03407","Bahnhof Wiedikon",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",3,"Übrige private Gesellschaften",4
2012,56,"03407","Bahnhof Wiedikon",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",4,"Natürliche Personen",0
2012,56,"03407","Bahnhof Wiedikon",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,56,"03407","Bahnhof Wiedikon",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",1,"Öffentliche Hand",0
2012,56,"03407","Bahnhof Wiedikon",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,56,"03407","Bahnhof Wiedikon",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,56,"03407","Bahnhof Wiedikon",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",9
2012,56,"03407","Bahnhof Wiedikon",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,57,"03408","Sihlhölzli",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",1,"Öffentliche Hand",0
2012,57,"03408","Sihlhölzli",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,57,"03408","Sihlhölzli",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,57,"03408","Sihlhölzli",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",4,"Natürliche Personen",0
2012,57,"03408","Sihlhölzli",34,"034","Sihlfeld",3,"3","Kreis 3","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,57,"03408","Sihlhölzli",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",1,"Öffentliche Hand",0
2012,57,"03408","Sihlhölzli",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,57,"03408","Sihlhölzli",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,57,"03408","Sihlhölzli",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",4,"Natürliche Personen",18
2012,57,"03408","Sihlhölzli",34,"034","Sihlfeld",3,"3","Kreis 3","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,58,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",1,"Öffentliche Hand",0
2012,58,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,58,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,58,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",4,"Natürliche Personen",41
2012,58,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,58,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",1,"Öffentliche Hand",0
2012,58,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",2,"Wohnbaugenossenschaften",88
2012,58,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,58,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",4,"Natürliche Personen",6
2012,58,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,59,"04102","Werdplatz",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",1,"Öffentliche Hand",0
2012,59,"04102","Werdplatz",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,59,"04102","Werdplatz",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,59,"04102","Werdplatz",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",4,"Natürliche Personen",0
2012,59,"04102","Werdplatz",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,59,"04102","Werdplatz",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",1,"Öffentliche Hand",0
2012,59,"04102","Werdplatz",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,59,"04102","Werdplatz",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,59,"04102","Werdplatz",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",4,"Natürliche Personen",0
2012,59,"04102","Werdplatz",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,60,"04103","Schöntalstrasse",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",1,"Öffentliche Hand",0
2012,60,"04103","Schöntalstrasse",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,60,"04103","Schöntalstrasse",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,60,"04103","Schöntalstrasse",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",4,"Natürliche Personen",0
2012,60,"04103","Schöntalstrasse",41,"041","Werd",4,"4","Kreis 4","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,60,"04103","Schöntalstrasse",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",1,"Öffentliche Hand",0
2012,60,"04103","Schöntalstrasse",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,60,"04103","Schöntalstrasse",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,60,"04103","Schöntalstrasse",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",4,"Natürliche Personen",0
2012,60,"04103","Schöntalstrasse",41,"041","Werd",4,"4","Kreis 4","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,61,"04201","Schöneggplatz",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",1,"Öffentliche Hand",0
2012,61,"04201","Schöneggplatz",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,61,"04201","Schöneggplatz",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",3,"Übrige private Gesellschaften",24
2012,61,"04201","Schöneggplatz",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",4,"Natürliche Personen",11
2012,61,"04201","Schöneggplatz",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,61,"04201","Schöneggplatz",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",1,"Öffentliche Hand",0
2012,61,"04201","Schöneggplatz",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,61,"04201","Schöneggplatz",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",3,"Übrige private Gesellschaften",29
2012,61,"04201","Schöneggplatz",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",4,"Natürliche Personen",0
2012,61,"04201","Schöneggplatz",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,62,"04202","Bäckeranlage",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",1,"Öffentliche Hand",0
2012,62,"04202","Bäckeranlage",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,62,"04202","Bäckeranlage",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,62,"04202","Bäckeranlage",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",4,"Natürliche Personen",0
2012,62,"04202","Bäckeranlage",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,62,"04202","Bäckeranlage",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",1,"Öffentliche Hand",0
2012,62,"04202","Bäckeranlage",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",2,"Wohnbaugenossenschaften",54
2012,62,"04202","Bäckeranlage",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,62,"04202","Bäckeranlage",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",4,"Natürliche Personen",0
2012,62,"04202","Bäckeranlage",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,63,"04203","Wengi",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",1,"Öffentliche Hand",0
2012,63,"04203","Wengi",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,63,"04203","Wengi",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,63,"04203","Wengi",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",4,"Natürliche Personen",0
2012,63,"04203","Wengi",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,63,"04203","Wengi",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",1,"Öffentliche Hand",0
2012,63,"04203","Wengi",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,63,"04203","Wengi",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,63,"04203","Wengi",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",4,"Natürliche Personen",0
2012,63,"04203","Wengi",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,64,"04204","Bezirksgebäude",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",1,"Öffentliche Hand",0
2012,64,"04204","Bezirksgebäude",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,64,"04204","Bezirksgebäude",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,64,"04204","Bezirksgebäude",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",4,"Natürliche Personen",0
2012,64,"04204","Bezirksgebäude",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,64,"04204","Bezirksgebäude",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",1,"Öffentliche Hand",0
2012,64,"04204","Bezirksgebäude",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,64,"04204","Bezirksgebäude",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,64,"04204","Bezirksgebäude",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",4,"Natürliche Personen",0
2012,64,"04204","Bezirksgebäude",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",5,"Im Stockwerkeigentum",0
2012,65,"04205","Volkshaus",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",1,"Öffentliche Hand",0
2012,65,"04205","Volkshaus",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2012,65,"04205","Volkshaus",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2012,65,"04205","Volkshaus",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",4,"Natürliche Personen",0
2012,65,"04205","Volkshaus",42,"042","Langstrasse",4,"4","Kreis 4","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2012,65,"04205","Volkshaus",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",1,"Öffentliche Hand",0
2012,65,"04205","Volkshaus",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2012,65,"04205","Volkshaus",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",3,"Übrige private Gesellschaften",0
2012,65,"04205","Volkshaus",42,"042","Langstrasse",4,"4","Kreis 4","Im Bau","6703",4,"Natürliche Personen",0
